description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,6.10
ADV ENERGY INDS,USD,EASYGE,1.50
QUANTA SERVICES,USD,EASYGE,2.58
CARPENTER TECH,USD,EASYGE,1.82
ELBIT SYSTEMS,USD,EASYGE,1.66
NVIDIA CORP,USD,EASYGE,6.52
GRAHAM CORP,USD,EASYGE,3.47
ATI INC,USD,EASYGE,3.43
MICRON TECH,USD,EASYGE,2.80
MOOG INC-CLASS A,USD,EASYGE,3.03
TTM TECHNOLOGIES,USD,EASYGE,1.71
ARGAN INC,USD,EASYGE,3.59
TERADYNE INC,USD,EASYGE,3.13
FORMFACTOR INC,USD,EASYGE,5.71
AIXTRON SE,EUR,EASYGE,1.97
MONOLITHIC POWER,USD,EASYGE,3.10
CIENA CORP,USD,EASYGE,3.87
INTERACTIVE BROK,USD,EASYGE,1.20
NEBIUS GROUP NV,USD,EASYGE,2.46
KRAKEN ROBOTICS INC,USD,EASYGE,0.40
BLOOM ENERGY C-A,USD,EASYGE,3.30
NLIGHT INC,USD,EASYGE,1.31
CROWDSTRIKE HO-A,USD,EASYGE,2.03
Howmet Aerospace Inc,USD,EASYGE,1.47
ONTO INNOVATION,USD,EASYGE,3.03
VERTIV HOLDINGS,USD,EASYGE,2.59
GENERAL ELECTRIC,USD,EASYGE,2.06
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,4.07
SNOWFLAKE INC-A,USD,EASYGE,0.89
COHERENT CORP,USD,EASYGE,4.87
GE VERNOVA LLC,USD,EASYGE,1.92
LUMENTUM HOL,USD,EASYGE,8.19
SOITEC Designs,EUR,EASYGE,2.66
INAV - EUR.CASH,EUR,EASYGE,0.09
INAV - USD.CASH,USD,EASYGE,0.86
INAV - ZAR.CASH,ZAR,EASYGE,0.43
