description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,6.61
ADV ENERGY INDS,USD,EASYGE,3.15
QUANTA SERVICES,USD,EASYGE,2.84
CAMECO CORP,USD,EASYGE,1.86
CARPENTER TECH,USD,EASYGE,1.63
ELBIT SYSTEMS,USD,EASYGE,1.80
NVIDIA CORP,USD,EASYGE,5.63
GRAHAM CORP,USD,EASYGE,2.47
KRATOS DEFENSE &,USD,EASYGE,0.55
ALLEGHENY TECH,USD,EASYGE,1.63
MICRON TECH,USD,EASYGE,4.34
ARGAN INC,USD,EASYGE,4.36
FORMFACTOR INC,USD,EASYGE,4.76
CIENA CORP,USD,EASYGE,5.67
INTERACTIVE BROK,USD,EASYGE,1.19
NEBIUS GROUP NV,USD,EASYGE,2.24
META PLATFORMS-A,USD,EASYGE,1.96
KRAKEN ROBOTICS INC,USD,EASYGE,0.57
BLOOM ENERGY C-A,USD,EASYGE,6.58
NLIGHT INC,USD,EASYGE,2.07
Howmet Aerospace Inc,USD,EASYGE,1.47
VERTIV HOLDINGS,USD,EASYGE,3.19
GENERAL ELECTRIC,USD,EASYGE,1.77
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,2.78
APPLOVIN CO-CL A,USD,EASYGE,1.22
COHERENT CORP,USD,EASYGE,5.83
ROBINHOOD MARK-A,USD,EASYGE,0.85
GE VERNOVA LLC,USD,EASYGE,2.06
KARMAN HOLDINGS INC,USD,EASYGE,1.16
LUMENTUM HOL,USD,EASYGE,10.2
BWX TECHNOLOGIES,USD,EASYGE,0.83
INAV - EUR.CASH,EUR,EASYGE,5.89
INAV - USD.CASH,USD,EASYGE,0.15
INAV - ZAR.CASH,ZAR,EASYGE,0.47
