description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,6.00
ADV ENERGY INDS,USD,EASYGE,1.26
QUANTA SERVICES,USD,EASYGE,2.57
CARPENTER TECH,USD,EASYGE,1.63
ELBIT SYSTEMS,USD,EASYGE,1.82
NVIDIA CORP,USD,EASYGE,7.21
GRAHAM CORP,USD,EASYGE,2.96
ATI INC,USD,EASYGE,3.24
MICRON TECH,USD,EASYGE,3.01
MOOG INC-CLASS A,USD,EASYGE,2.85
TTM TECHNOLOGIES,USD,EASYGE,1.60
ARGAN INC,USD,EASYGE,2.78
TERADYNE INC,USD,EASYGE,2.76
FORMFACTOR INC,USD,EASYGE,4.93
AIXTRON SE,EUR,EASYGE,1.82
MONOLITHIC POWER,USD,EASYGE,2.93
CIENA CORP,USD,EASYGE,3.41
INTERACTIVE BROK,USD,EASYGE,1.33
NEBIUS GROUP NV,USD,EASYGE,2.23
KRAKEN ROBOTICS INC,USD,EASYGE,0.34
BLOOM ENERGY C-A,USD,EASYGE,4.33
NLIGHT INC,USD,EASYGE,1.08
CROWDSTRIKE HO-A,USD,EASYGE,2.71
Howmet Aerospace Inc,USD,EASYGE,1.34
ONTO INNOVATION,USD,EASYGE,2.47
VERTIV HOLDINGS,USD,EASYGE,2.44
GENERAL ELECTRIC,USD,EASYGE,2.01
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,2.54
SNOWFLAKE INC-A,USD,EASYGE,1.03
COHERENT CORP,USD,EASYGE,4.41
GE VERNOVA LLC,USD,EASYGE,1.84
LUMENTUM HOL,USD,EASYGE,8.33
SOITEC Designs,EUR,EASYGE,2.87
INAV - EUR.CASH,EUR,EASYGE,0.00
INAV - USD.CASH,USD,EASYGE,5.22
INAV - ZAR.CASH,ZAR,EASYGE,0.52
