description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,6.09
ADV ENERGY INDS,USD,EASYGE,3.16
QUANTA SERVICES,USD,EASYGE,2.62
CAMECO CORP,USD,EASYGE,1.56
CARPENTER TECH,USD,EASYGE,2.02
ELBIT SYSTEMS,USD,EASYGE,1.90
NVIDIA CORP,USD,EASYGE,4.61
GRAHAM CORP,USD,EASYGE,2.66
STMICROELECTR-NY,USD,EASYGE,1.10
ATI INC,USD,EASYGE,1.93
MICRON TECH,USD,EASYGE,4.84
TTM TECHNOLOGIES,USD,EASYGE,1.70
ARGAN INC,USD,EASYGE,3.98
FORMFACTOR INC,USD,EASYGE,4.26
AIXTRON SE,EUR,EASYGE,1.89
INFINEON TECH,EUR,EASYGE,2.56
MONOLITHIC POWER,USD,EASYGE,1.15
CIENA CORP,USD,EASYGE,3.78
INTERACTIVE BROK,USD,EASYGE,1.19
NEBIUS GROUP NV,USD,EASYGE,2.19
KRAKEN ROBOTICS INC,USD,EASYGE,0.41
BLOOM ENERGY C-A,USD,EASYGE,2.67
NLIGHT INC,USD,EASYGE,1.99
Howmet Aerospace Inc,USD,EASYGE,1.55
VERTIV HOLDINGS,USD,EASYGE,2.53
GENERAL ELECTRIC,USD,EASYGE,2.23
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,3.25
COHERENT CORP,USD,EASYGE,4.75
ROBINHOOD MARK-A,USD,EASYGE,1.00
GE VERNOVA LLC,USD,EASYGE,1.91
KARMAN HOLDINGS INC,USD,EASYGE,0.91
LUMENTUM HOL,USD,EASYGE,7.59
BWX TECHNOLOGIES,USD,EASYGE,0.67
SOITEC Designs,EUR,EASYGE,1.06
INAV - EUR.CASH,EUR,EASYGE,0.10
INAV - USD.CASH,USD,EASYGE,11.5
INAV - ZAR.CASH,ZAR,EASYGE,0.47
