description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,6.92
ADV ENERGY INDS,USD,EASYGE,3.10
QUANTA SERVICES,USD,EASYGE,2.98
CAMECO CORP,USD,EASYGE,1.92
CARPENTER TECH,USD,EASYGE,1.59
ELBIT SYSTEMS,USD,EASYGE,1.91
NVIDIA CORP,USD,EASYGE,5.95
GRAHAM CORP,USD,EASYGE,2.61
KRATOS DEFENSE &,USD,EASYGE,0.57
ALLEGHENY TECH,USD,EASYGE,1.60
MICRON TECH,USD,EASYGE,4.19
ARGAN INC,USD,EASYGE,4.55
FORMFACTOR INC,USD,EASYGE,4.58
CIENA CORP,USD,EASYGE,5.51
INTERACTIVE BROK,USD,EASYGE,1.24
NEBIUS GROUP NV,USD,EASYGE,2.12
META PLATFORMS-A,USD,EASYGE,2.05
KRAKEN ROBOTICS INC,USD,EASYGE,0.58
BLOOM ENERGY C-A,USD,EASYGE,5.88
NLIGHT INC,USD,EASYGE,1.98
Howmet Aerospace Inc,USD,EASYGE,1.51
VERTIV HOLDINGS,USD,EASYGE,3.34
GENERAL ELECTRIC,USD,EASYGE,1.76
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,2.55
APPLOVIN CO-CL A,USD,EASYGE,1.26
COHERENT CORP,USD,EASYGE,5.73
ROBINHOOD MARK-A,USD,EASYGE,0.88
GE VERNOVA LLC,USD,EASYGE,2.10
KARMAN HOLDINGS INC,USD,EASYGE,1.20
LUMENTUM HOL,USD,EASYGE,9.95
BWX TECHNOLOGIES,USD,EASYGE,0.85
INAV - USD.CASH,USD,EASYGE,6.37
INAV - ZAR.CASH,ZAR,EASYGE,0.50
