description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,6.41
ADV ENERGY INDS,USD,EASYGE,3.10
QUANTA SERVICES,USD,EASYGE,2.67
CAMECO CORP,USD,EASYGE,1.74
CARPENTER TECH,USD,EASYGE,2.02
ELBIT SYSTEMS,USD,EASYGE,2.00
NVIDIA CORP,USD,EASYGE,4.73
GRAHAM CORP,USD,EASYGE,2.65
STMICROELECTR-NY,USD,EASYGE,1.57
ALLEGHENY TECH,USD,EASYGE,1.92
MICRON TECH,USD,EASYGE,5.26
TTM TECHNOLOGIES,USD,EASYGE,2.40
ARGAN INC,USD,EASYGE,4.12
FORMFACTOR INC,USD,EASYGE,4.45
AIXTRON SE,EUR,EASYGE,2.89
INFINEON TECH,EUR,EASYGE,3.29
MONOLITHIC POWER,USD,EASYGE,1.38
CIENA CORP,USD,EASYGE,4.34
INTERACTIVE BROK,USD,EASYGE,1.25
NEBIUS GROUP NV,USD,EASYGE,2.23
KRAKEN ROBOTICS INC,USD,EASYGE,0.52
BLOOM ENERGY C-A,USD,EASYGE,5.18
NLIGHT INC,USD,EASYGE,1.76
Howmet Aerospace Inc,USD,EASYGE,1.46
VERTIV HOLDINGS,USD,EASYGE,2.86
GENERAL ELECTRIC,USD,EASYGE,2.04
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,3.53
COHERENT CORP,USD,EASYGE,5.66
ROBINHOOD MARK-A,USD,EASYGE,1.01
GE VERNOVA LLC,USD,EASYGE,1.77
KARMAN HOLDINGS INC,USD,EASYGE,0.84
LUMENTUM HOL,USD,EASYGE,8.29
BWX TECHNOLOGIES,USD,EASYGE,0.77
SOITEC Designs,EUR,EASYGE,1.21
INAV - EUR.CASH,EUR,EASYGE,0.11
INAV - USD.CASH,USD,EASYGE,1.86
INAV - ZAR.CASH,ZAR,EASYGE,0.54
