description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,5.96
ADV ENERGY INDS,USD,EASYGE,1.36
QUANTA SERVICES,USD,EASYGE,2.53
CARPENTER TECH,USD,EASYGE,1.83
ELBIT SYSTEMS,USD,EASYGE,1.75
NVIDIA CORP,USD,EASYGE,6.91
GRAHAM CORP,USD,EASYGE,3.39
ATI INC,USD,EASYGE,3.40
MICRON TECH,USD,EASYGE,2.97
MOOG INC-CLASS A,USD,EASYGE,2.94
TTM TECHNOLOGIES,USD,EASYGE,1.49
ARGAN INC,USD,EASYGE,3.39
TERADYNE INC,USD,EASYGE,2.95
FORMFACTOR INC,USD,EASYGE,5.24
AIXTRON SE,EUR,EASYGE,1.97
MONOLITHIC POWER,USD,EASYGE,3.20
CIENA CORP,USD,EASYGE,3.82
INTERACTIVE BROK,USD,EASYGE,1.33
NEBIUS GROUP NV,USD,EASYGE,2.23
KRAKEN ROBOTICS INC,USD,EASYGE,0.44
BLOOM ENERGY C-A,USD,EASYGE,3.18
NLIGHT INC,USD,EASYGE,1.28
CROWDSTRIKE HO-A,USD,EASYGE,2.03
Howmet Aerospace Inc,USD,EASYGE,1.54
ONTO INNOVATION,USD,EASYGE,2.81
VERTIV HOLDINGS,USD,EASYGE,2.58
GENERAL ELECTRIC,USD,EASYGE,2.16
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,3.69
SNOWFLAKE INC-A,USD,EASYGE,1.00
COHERENT CORP,USD,EASYGE,4.46
GE VERNOVA LLC,USD,EASYGE,1.89
LUMENTUM HOL,USD,EASYGE,8.14
SOITEC Designs,EUR,EASYGE,2.45
INAV - USD.CASH,USD,EASYGE,2.98
INAV - ZAR.CASH,ZAR,EASYGE,0.53
