description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,5.94
ADV ENERGY INDS,USD,EASYGE,2.80
QUANTA SERVICES,USD,EASYGE,2.59
CAMECO CORP,USD,EASYGE,1.64
CARPENTER TECH,USD,EASYGE,2.14
ELBIT SYSTEMS,USD,EASYGE,1.80
NVIDIA CORP,USD,EASYGE,4.56
GRAHAM CORP,USD,EASYGE,2.78
STMICROELECTR-NY,USD,EASYGE,1.44
ATI INC,USD,EASYGE,1.84
MICRON TECH,USD,EASYGE,5.29
TTM TECHNOLOGIES,USD,EASYGE,1.91
ARGAN INC,USD,EASYGE,4.40
FORMFACTOR INC,USD,EASYGE,4.06
AIXTRON SE,EUR,EASYGE,2.14
INFINEON TECH,EUR,EASYGE,2.87
MONOLITHIC POWER,USD,EASYGE,1.17
CIENA CORP,USD,EASYGE,4.17
INTERACTIVE BROK,USD,EASYGE,1.29
NEBIUS GROUP NV,USD,EASYGE,2.16
KRAKEN ROBOTICS INC,USD,EASYGE,0.43
BLOOM ENERGY C-A,USD,EASYGE,5.32
NLIGHT INC,USD,EASYGE,1.55
Howmet Aerospace Inc,USD,EASYGE,1.51
VERTIV HOLDINGS,USD,EASYGE,3.06
GENERAL ELECTRIC,USD,EASYGE,2.16
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,3.64
COHERENT CORP,USD,EASYGE,4.78
ROBINHOOD MARK-A,USD,EASYGE,1.25
GE VERNOVA LLC,USD,EASYGE,2.07
KARMAN HOLDINGS INC,USD,EASYGE,0.87
LUMENTUM HOL,USD,EASYGE,6.50
BWX TECHNOLOGIES,USD,EASYGE,0.74
SOITEC Designs,EUR,EASYGE,0.89
INAV - EUR.CASH,EUR,EASYGE,0.10
INAV - USD.CASH,USD,EASYGE,7.44
INAV - ZAR.CASH,ZAR,EASYGE,0.51
