description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,5.99
ADV ENERGY INDS,USD,EASYGE,2.77
QUANTA SERVICES,USD,EASYGE,2.57
CAMECO CORP,USD,EASYGE,1.65
CARPENTER TECH,USD,EASYGE,2.17
ELBIT SYSTEMS,USD,EASYGE,1.81
NVIDIA CORP,USD,EASYGE,4.44
GRAHAM CORP,USD,EASYGE,2.79
STMICROELECTR-NY,USD,EASYGE,1.42
ALLEGHENY TECH,USD,EASYGE,1.84
MICRON TECH,USD,EASYGE,5.28
TTM TECHNOLOGIES,USD,EASYGE,1.91
ARGAN INC,USD,EASYGE,4.43
FORMFACTOR INC,USD,EASYGE,3.89
AIXTRON SE,EUR,EASYGE,2.22
INFINEON TECH,EUR,EASYGE,2.93
MONOLITHIC POWER,USD,EASYGE,1.14
CIENA CORP,USD,EASYGE,3.99
INTERACTIVE BROK,USD,EASYGE,1.32
NEBIUS GROUP NV,USD,EASYGE,1.96
KRAKEN ROBOTICS INC,USD,EASYGE,0.43
BLOOM ENERGY C-A,USD,EASYGE,5.69
NLIGHT INC,USD,EASYGE,1.58
Howmet Aerospace Inc,USD,EASYGE,1.54
VERTIV HOLDINGS,USD,EASYGE,2.97
GENERAL ELECTRIC,USD,EASYGE,2.25
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,3.50
COHERENT CORP,USD,EASYGE,4.78
ROBINHOOD MARK-A,USD,EASYGE,1.26
GE VERNOVA LLC,USD,EASYGE,2.10
KARMAN HOLDINGS INC,USD,EASYGE,0.90
LUMENTUM HOL,USD,EASYGE,6.48
BWX TECHNOLOGIES,USD,EASYGE,0.75
SOITEC Designs,EUR,EASYGE,0.89
INAV - EUR.CASH,EUR,EASYGE,0.10
INAV - USD.CASH,USD,EASYGE,5.07
INAV - ZAR.CASH,ZAR,EASYGE,3.00
