description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,5.92
ADV ENERGY INDS,USD,EASYGE,1.46
QUANTA SERVICES,USD,EASYGE,2.52
CARPENTER TECH,USD,EASYGE,1.88
ELBIT SYSTEMS,USD,EASYGE,1.71
NVIDIA CORP,USD,EASYGE,6.71
GRAHAM CORP,USD,EASYGE,3.53
ATI INC,USD,EASYGE,3.47
MICRON TECH,USD,EASYGE,2.76
MOOG INC-CLASS A,USD,EASYGE,3.09
TTM TECHNOLOGIES,USD,EASYGE,1.74
ARGAN INC,USD,EASYGE,3.62
TERADYNE INC,USD,EASYGE,3.05
FORMFACTOR INC,USD,EASYGE,5.60
AIXTRON SE,EUR,EASYGE,1.98
MONOLITHIC POWER,USD,EASYGE,3.16
CIENA CORP,USD,EASYGE,3.83
INTERACTIVE BROK,USD,EASYGE,1.21
NEBIUS GROUP NV,USD,EASYGE,2.62
KRAKEN ROBOTICS INC,USD,EASYGE,0.43
BLOOM ENERGY C-A,USD,EASYGE,3.36
NLIGHT INC,USD,EASYGE,1.32
CROWDSTRIKE HO-A,USD,EASYGE,2.12
Howmet Aerospace Inc,USD,EASYGE,1.52
ONTO INNOVATION,USD,EASYGE,2.94
VERTIV HOLDINGS,USD,EASYGE,2.68
GENERAL ELECTRIC,USD,EASYGE,2.11
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,3.85
SNOWFLAKE INC-A,USD,EASYGE,0.92
COHERENT CORP,USD,EASYGE,4.65
GE VERNOVA LLC,USD,EASYGE,1.94
LUMENTUM HOL,USD,EASYGE,8.05
SOITEC Designs,EUR,EASYGE,2.65
INAV - EUR.CASH,EUR,EASYGE,0.10
INAV - USD.CASH,USD,EASYGE,0.88
INAV - ZAR.CASH,ZAR,EASYGE,0.45
