description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,7.10
ADV ENERGY INDS,USD,EASYGE,3.20
QUANTA SERVICES,USD,EASYGE,2.97
CAMECO CORP,USD,EASYGE,1.97
CARPENTER TECH,USD,EASYGE,1.57
ELBIT SYSTEMS,USD,EASYGE,1.78
NVIDIA CORP,USD,EASYGE,5.61
GRAHAM CORP,USD,EASYGE,2.63
KRATOS DEFENSE &,USD,EASYGE,0.51
ALLEGHENY TECH,USD,EASYGE,1.62
MICRON TECH,USD,EASYGE,4.44
ARGAN INC,USD,EASYGE,4.72
FORMFACTOR INC,USD,EASYGE,4.66
CIENA CORP,USD,EASYGE,5.41
INTERACTIVE BROK,USD,EASYGE,1.17
NEBIUS GROUP NV,USD,EASYGE,2.04
META PLATFORMS-A,USD,EASYGE,1.93
KRAKEN ROBOTICS INC,USD,EASYGE,0.51
BLOOM ENERGY C-A,USD,EASYGE,6.00
NLIGHT INC,USD,EASYGE,2.11
Howmet Aerospace Inc,USD,EASYGE,1.50
VERTIV HOLDINGS,USD,EASYGE,3.53
GENERAL ELECTRIC,USD,EASYGE,1.67
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,2.63
APPLOVIN CO-CL A,USD,EASYGE,1.10
COHERENT CORP,USD,EASYGE,6.03
ROBINHOOD MARK-A,USD,EASYGE,0.84
GE VERNOVA LLC,USD,EASYGE,2.03
KARMAN HOLDINGS INC,USD,EASYGE,1.16
LUMENTUM HOL,USD,EASYGE,10.6
BWX TECHNOLOGIES,USD,EASYGE,0.82
INAV - USD.CASH,USD,EASYGE,5.52
INAV - ZAR.CASH,ZAR,EASYGE,0.46
