description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYGE,6.41
ADV ENERGY INDS,USD,EASYGE,2.91
QUANTA SERVICES,USD,EASYGE,2.65
CAMECO CORP,USD,EASYGE,1.87
CARPENTER TECH,USD,EASYGE,1.71
ELBIT SYSTEMS,USD,EASYGE,1.84
NVIDIA CORP,USD,EASYGE,4.64
GRAHAM CORP,USD,EASYGE,2.68
STMICROELECTR-NY,USD,EASYGE,1.56
ALLEGHENY TECH,USD,EASYGE,1.71
MICRON TECH,USD,EASYGE,5.28
TTM TECHNOLOGIES,USD,EASYGE,2.31
ARGAN INC,USD,EASYGE,4.34
FORMFACTOR INC,USD,EASYGE,4.38
AIXTRON SE,EUR,EASYGE,2.79
INFINEON TECH,EUR,EASYGE,3.37
MONOLITHIC POWER,USD,EASYGE,1.39
CIENA CORP,USD,EASYGE,4.81
INTERACTIVE BROK,USD,EASYGE,1.14
NEBIUS GROUP NV,USD,EASYGE,2.46
KRAKEN ROBOTICS INC,USD,EASYGE,0.56
BLOOM ENERGY C-A,USD,EASYGE,5.79
NLIGHT INC,USD,EASYGE,1.89
Howmet Aerospace Inc,USD,EASYGE,1.31
VERTIV HOLDINGS,USD,EASYGE,2.97
GENERAL ELECTRIC,USD,EASYGE,1.89
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYGE,2.91
COHERENT CORP,USD,EASYGE,6.05
ROBINHOOD MARK-A,USD,EASYGE,0.92
GE VERNOVA LLC,USD,EASYGE,1.77
KARMAN HOLDINGS INC,USD,EASYGE,0.90
LUMENTUM HOL,USD,EASYGE,8.25
BWX TECHNOLOGIES,USD,EASYGE,0.72
SOITEC Designs,EUR,EASYGE,1.37
INAV - EUR.CASH,EUR,EASYGE,0.10
INAV - USD.CASH,USD,EASYGE,1.67
INAV - ZAR.CASH,ZAR,EASYGE,0.50
