description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,7.60
ADV ENERGY INDS,USD,EASYAI,3.44
AMPHENOL CORP,USD,EASYAI,1.89
QUANTA SERVICES,USD,EASYAI,3.16
AXT INC,USD,EASYAI,2.99
NVIDIA CORP,USD,EASYAI,5.62
MKS INC,USD,EASYAI,2.14
CAMTEK LTD,USD,EASYAI,2.20
MICRON TECH,USD,EASYAI,3.91
ARGAN INC,USD,EASYAI,3.71
FORMFACTOR INC,USD,EASYAI,4.74
VICOR CORP,USD,EASYAI,5.02
CIENA CORP,USD,EASYAI,3.21
FABRINET,USD,EASYAI,3.50
NEBIUS GROUP NV,USD,EASYAI,1.77
META PLATFORMS-A,USD,EASYAI,2.19
BLOOM ENERGY C-A,USD,EASYAI,5.98
AXON ENTERPRISE,USD,EASYAI,0.82
ONTO INNOVATION,USD,EASYAI,2.57
VERTIV HOLDINGS,USD,EASYAI,2.19
GENERAL ELECTRIC,USD,EASYAI,1.38
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.63
IREN LTD,USD,EASYAI,1.32
APPLOVIN CO-CL A,USD,EASYAI,1.32
COHERENT CORP,USD,EASYAI,5.20
GE VERNOVA LLC,USD,EASYAI,4.52
KARMAN HOLDINGS INC,USD,EASYAI,0.78
LUMENTUM HOL,USD,EASYAI,8.98
BWX TECHNOLOGIES,USD,EASYAI,2.20
INAV - USD.CASH,USD,EASYAI,0.00
INAV - ZAR.CASH,ZAR,EASYAI,2.86
