description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.95
ADV ENERGY INDS,USD,EASYAI,3.13
QUANTA SERVICES,USD,EASYAI,2.94
AXT INC,USD,EASYAI,1.56
NVIDIA CORP,USD,EASYAI,5.45
MKS INC,USD,EASYAI,2.17
STMICROELECTR-NY,USD,EASYAI,0.81
INTEL CORP,USD,EASYAI,1.10
ON Semiconductor Corp,USD,EASYAI,1.72
CAMTEK LTD,USD,EASYAI,0.88
MICRON TECH,USD,EASYAI,4.47
TTM TECHNOLOGIES,USD,EASYAI,1.35
ARGAN INC,USD,EASYAI,3.31
FORMFACTOR INC,USD,EASYAI,4.06
VICOR CORP,USD,EASYAI,3.79
AIXTRON SE,EUR,EASYAI,1.61
INFINEON TECH,EUR,EASYAI,2.74
MONOLITHIC POWER,USD,EASYAI,0.93
CIENA CORP,USD,EASYAI,2.23
FABRINET,USD,EASYAI,2.56
NEBIUS GROUP NV,USD,EASYAI,2.01
SUSS MICROTEC SE,EUR,EASYAI,1.35
BLOOM ENERGY C-A,USD,EASYAI,2.73
ONTO INNOVATION,USD,EASYAI,2.55
VERTIV HOLDINGS,USD,EASYAI,1.54
GENERAL ELECTRIC,USD,EASYAI,1.78
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.92
ASTERA LABS INC,USD,EASYAI,2.07
APPLOVIN CO-CL A,USD,EASYAI,1.13
COHERENT CORP,USD,EASYAI,3.90
GE VERNOVA LLC,USD,EASYAI,4.44
LUMENTUM HOL,USD,EASYAI,6.89
INAV - EUR.CASH,EUR,EASYAI,0.12
INAV - USD.CASH,USD,EASYAI,12.1
INAV - ZAR.CASH,ZAR,EASYAI,0.48
