description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.55
ADV ENERGY INDS,USD,EASYAI,2.99
QUANTA SERVICES,USD,EASYAI,2.76
AXT INC,USD,EASYAI,2.55
NVIDIA CORP,USD,EASYAI,7.38
MKS INC,USD,EASYAI,1.88
INTEL CORP,USD,EASYAI,2.37
ON Semiconductor Corp,USD,EASYAI,2.96
CAMTEK LTD,USD,EASYAI,2.02
MICRON TECH,USD,EASYAI,5.11
TTM TECHNOLOGIES,USD,EASYAI,1.43
ARGAN INC,USD,EASYAI,2.31
TERADYNE INC,USD,EASYAI,3.04
FORMFACTOR INC,USD,EASYAI,4.81
VICOR CORP,USD,EASYAI,3.49
AIXTRON SE,EUR,EASYAI,1.62
MONOLITHIC POWER,USD,EASYAI,1.88
CIENA CORP,USD,EASYAI,2.00
FABRINET,USD,EASYAI,2.35
NEBIUS GROUP NV,USD,EASYAI,2.28
SUSS MICROTEC SE,EUR,EASYAI,1.26
BLOOM ENERGY C-A,USD,EASYAI,4.76
ONTO INNOVATION,USD,EASYAI,3.42
VERTIV HOLDINGS,USD,EASYAI,1.58
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.22
ASTERA LABS INC,USD,EASYAI,2.84
COHERENT CORP,USD,EASYAI,4.36
GE VERNOVA LLC,USD,EASYAI,4.14
LUMENTUM HOL,USD,EASYAI,8.62
INAV - EUR.CASH,EUR,EASYAI,0.00
INAV - USD.CASH,USD,EASYAI,4.44
INAV - ZAR.CASH,ZAR,EASYAI,0.43
