description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.89
ADV ENERGY INDS,USD,EASYAI,3.11
QUANTA SERVICES,USD,EASYAI,2.84
AXT INC,USD,EASYAI,2.46
NVIDIA CORP,USD,EASYAI,5.31
MKS INC,USD,EASYAI,2.16
STMICROELECTR-NY,USD,EASYAI,1.09
ON Semiconductor Corp,USD,EASYAI,2.48
CAMTEK LTD,USD,EASYAI,1.08
MICRON TECH,USD,EASYAI,4.85
TTM TECHNOLOGIES,USD,EASYAI,1.94
ARGAN INC,USD,EASYAI,3.58
FORMFACTOR INC,USD,EASYAI,4.34
VICOR CORP,USD,EASYAI,5.02
AIXTRON SE,EUR,EASYAI,2.31
INFINEON TECH,EUR,EASYAI,3.43
MONOLITHIC POWER,USD,EASYAI,0.97
CIENA CORP,USD,EASYAI,2.84
FABRINET,USD,EASYAI,3.76
NEBIUS GROUP NV,USD,EASYAI,2.45
SUSS MICROTEC SE,EUR,EASYAI,1.47
BLOOM ENERGY C-A,USD,EASYAI,5.93
ONTO INNOVATION,USD,EASYAI,2.43
VERTIV HOLDINGS,USD,EASYAI,1.85
GENERAL ELECTRIC,USD,EASYAI,1.45
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.75
IREN LTD,USD,EASYAI,1.38
APPLOVIN CO-CL A,USD,EASYAI,1.43
COHERENT CORP,USD,EASYAI,5.60
GE VERNOVA LLC,USD,EASYAI,3.87
LUMENTUM HOL,USD,EASYAI,8.17
INAV - EUR.CASH,EUR,EASYAI,0.11
INAV - USD.CASH,USD,EASYAI,0.01
INAV - ZAR.CASH,ZAR,EASYAI,0.46
