description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.41
ADV ENERGY INDS,USD,EASYAI,2.74
QUANTA SERVICES,USD,EASYAI,2.71
AXT INC,USD,EASYAI,2.77
NVIDIA CORP,USD,EASYAI,7.54
MKS INC,USD,EASYAI,1.78
INTEL CORP,USD,EASYAI,2.51
ON Semiconductor Corp,USD,EASYAI,2.73
CAMTEK LTD,USD,EASYAI,2.04
MICRON TECH,USD,EASYAI,5.33
TTM TECHNOLOGIES,USD,EASYAI,1.34
ARGAN INC,USD,EASYAI,2.18
TERADYNE INC,USD,EASYAI,2.98
FORMFACTOR INC,USD,EASYAI,4.96
VICOR CORP,USD,EASYAI,3.94
AIXTRON SE,EUR,EASYAI,1.49
MONOLITHIC POWER,USD,EASYAI,1.86
CIENA CORP,USD,EASYAI,2.00
FABRINET,USD,EASYAI,2.20
NEBIUS GROUP NV,USD,EASYAI,2.28
SUSS MICROTEC SE,EUR,EASYAI,1.18
BLOOM ENERGY C-A,USD,EASYAI,4.59
ONTO INNOVATION,USD,EASYAI,3.22
VERTIV HOLDINGS,USD,EASYAI,1.53
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.40
ASTERA LABS INC,USD,EASYAI,2.96
COHERENT CORP,USD,EASYAI,4.55
GE VERNOVA LLC,USD,EASYAI,4.08
LUMENTUM HOL,USD,EASYAI,8.68
INAV - EUR.CASH,EUR,EASYAI,0.00
INAV - USD.CASH,USD,EASYAI,4.45
INAV - ZAR.CASH,ZAR,EASYAI,0.40
