description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.85
ADV ENERGY INDS,USD,EASYAI,3.37
QUANTA SERVICES,USD,EASYAI,2.78
AXT INC,USD,EASYAI,2.10
NVIDIA CORP,USD,EASYAI,4.90
MKS INC,USD,EASYAI,2.39
STMICROELECTR-NY,USD,EASYAI,1.01
INTEL CORP,USD,EASYAI,1.30
ON Semiconductor Corp,USD,EASYAI,2.09
CAMTEK LTD,USD,EASYAI,1.05
MICRON TECH,USD,EASYAI,5.00
TTM TECHNOLOGIES,USD,EASYAI,2.10
ARGAN INC,USD,EASYAI,3.68
FORMFACTOR INC,USD,EASYAI,4.72
VICOR CORP,USD,EASYAI,5.25
AIXTRON SE,EUR,EASYAI,2.37
INFINEON TECH,EUR,EASYAI,3.05
MONOLITHIC POWER,USD,EASYAI,0.83
CIENA CORP,USD,EASYAI,2.28
FABRINET,USD,EASYAI,3.03
NEBIUS GROUP NV,USD,EASYAI,2.61
SUSS MICROTEC SE,EUR,EASYAI,1.63
BLOOM ENERGY C-A,USD,EASYAI,5.71
ONTO INNOVATION,USD,EASYAI,2.77
VERTIV HOLDINGS,USD,EASYAI,1.78
GENERAL ELECTRIC,USD,EASYAI,1.56
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.11
ASTERA LABS INC,USD,EASYAI,2.20
APPLOVIN CO-CL A,USD,EASYAI,1.21
COHERENT CORP,USD,EASYAI,4.95
GE VERNOVA LLC,USD,EASYAI,4.15
LUMENTUM HOL,USD,EASYAI,7.40
INAV - EUR.CASH,EUR,EASYAI,0.11
INAV - USD.CASH,USD,EASYAI,0.04
INAV - ZAR.CASH,ZAR,EASYAI,0.44
