description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.66
ADV ENERGY INDS,USD,EASYAI,2.94
QUANTA SERVICES,USD,EASYAI,2.70
AXT INC,USD,EASYAI,1.22
NVIDIA CORP,USD,EASYAI,5.34
MKS INC,USD,EASYAI,2.29
STMICROELECTR-NY,USD,EASYAI,0.93
INTEL CORP,USD,EASYAI,1.14
ON Semiconductor Corp,USD,EASYAI,1.76
CAMTEK LTD,USD,EASYAI,0.95
MICRON TECH,USD,EASYAI,4.55
TTM TECHNOLOGIES,USD,EASYAI,1.51
ARGAN INC,USD,EASYAI,3.38
FORMFACTOR INC,USD,EASYAI,3.90
VICOR CORP,USD,EASYAI,4.09
AIXTRON SE,EUR,EASYAI,1.67
INFINEON TECH,EUR,EASYAI,2.73
MONOLITHIC POWER,USD,EASYAI,0.84
CIENA CORP,USD,EASYAI,2.17
FABRINET,USD,EASYAI,2.81
NEBIUS GROUP NV,USD,EASYAI,1.86
SUSS MICROTEC SE,EUR,EASYAI,1.34
BLOOM ENERGY C-A,USD,EASYAI,2.53
ONTO INNOVATION,USD,EASYAI,2.66
VERTIV HOLDINGS,USD,EASYAI,1.80
GENERAL ELECTRIC,USD,EASYAI,1.64
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.90
ASTERA LABS INC,USD,EASYAI,1.99
APPLOVIN CO-CL A,USD,EASYAI,1.18
COHERENT CORP,USD,EASYAI,4.10
GE VERNOVA LLC,USD,EASYAI,4.69
LUMENTUM HOL,USD,EASYAI,7.15
INAV - EUR.CASH,EUR,EASYAI,0.12
INAV - USD.CASH,USD,EASYAI,11.7
INAV - ZAR.CASH,ZAR,EASYAI,0.51
