description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,7.52
ADV ENERGY INDS,USD,EASYAI,3.37
AMPHENOL CORP,USD,EASYAI,1.80
QUANTA SERVICES,USD,EASYAI,3.13
AXT INC,USD,EASYAI,2.91
NVIDIA CORP,USD,EASYAI,5.63
MKS INC,USD,EASYAI,2.13
CAMTEK LTD,USD,EASYAI,2.08
MICRON TECH,USD,EASYAI,4.01
ARGAN INC,USD,EASYAI,3.84
FORMFACTOR INC,USD,EASYAI,4.55
VICOR CORP,USD,EASYAI,5.20
CIENA CORP,USD,EASYAI,3.15
FABRINET,USD,EASYAI,3.76
NEBIUS GROUP NV,USD,EASYAI,2.01
META PLATFORMS-A,USD,EASYAI,2.20
BLOOM ENERGY C-A,USD,EASYAI,6.05
AXON ENTERPRISE,USD,EASYAI,0.77
ONTO INNOVATION,USD,EASYAI,2.51
VERTIV HOLDINGS,USD,EASYAI,2.16
GENERAL ELECTRIC,USD,EASYAI,1.34
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.46
IREN LTD,USD,EASYAI,1.26
APPLOVIN CO-CL A,USD,EASYAI,1.19
COHERENT CORP,USD,EASYAI,5.50
GE VERNOVA LLC,USD,EASYAI,4.38
KARMAN HOLDINGS INC,USD,EASYAI,0.82
LUMENTUM HOL,USD,EASYAI,9.14
BWX TECHNOLOGIES,USD,EASYAI,2.16
INAV - USD.CASH,USD,EASYAI,0.00
INAV - ZAR.CASH,ZAR,EASYAI,2.82
