description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.55
ADV ENERGY INDS,USD,EASYAI,3.39
QUANTA SERVICES,USD,EASYAI,2.80
AXT INC,USD,EASYAI,1.55
NVIDIA CORP,USD,EASYAI,5.28
MKS INC,USD,EASYAI,2.15
STMICROELECTR-NY,USD,EASYAI,0.77
INTEL CORP,USD,EASYAI,1.13
ON Semiconductor Corp,USD,EASYAI,1.56
CAMTEK LTD,USD,EASYAI,0.93
MICRON TECH,USD,EASYAI,4.45
TTM TECHNOLOGIES,USD,EASYAI,1.43
ARGAN INC,USD,EASYAI,3.29
FORMFACTOR INC,USD,EASYAI,4.23
VICOR CORP,USD,EASYAI,3.80
AIXTRON SE,EUR,EASYAI,1.57
INFINEON TECH,EUR,EASYAI,2.61
MONOLITHIC POWER,USD,EASYAI,0.80
CIENA CORP,USD,EASYAI,2.24
FABRINET,USD,EASYAI,2.86
NEBIUS GROUP NV,USD,EASYAI,2.19
SUSS MICROTEC SE,EUR,EASYAI,1.32
BLOOM ENERGY C-A,USD,EASYAI,2.78
ONTO INNOVATION,USD,EASYAI,2.60
VERTIV HOLDINGS,USD,EASYAI,1.58
GENERAL ELECTRIC,USD,EASYAI,1.72
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.09
ASTERA LABS INC,USD,EASYAI,2.21
APPLOVIN CO-CL A,USD,EASYAI,1.10
COHERENT CORP,USD,EASYAI,4.41
GE VERNOVA LLC,USD,EASYAI,4.20
LUMENTUM HOL,USD,EASYAI,7.53
INAV - EUR.CASH,EUR,EASYAI,0.11
INAV - USD.CASH,USD,EASYAI,11.1
INAV - ZAR.CASH,ZAR,EASYAI,0.44
