description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.48
ADV ENERGY INDS,USD,EASYAI,3.23
QUANTA SERVICES,USD,EASYAI,2.72
AXT INC,USD,EASYAI,3.36
NVIDIA CORP,USD,EASYAI,6.76
MKS INC,USD,EASYAI,2.01
INTEL CORP,USD,EASYAI,2.12
ON Semiconductor Corp,USD,EASYAI,2.88
CAMTEK LTD,USD,EASYAI,2.08
MICRON TECH,USD,EASYAI,4.71
TTM TECHNOLOGIES,USD,EASYAI,1.42
ARGAN INC,USD,EASYAI,2.93
FORMFACTOR INC,USD,EASYAI,5.13
VICOR CORP,USD,EASYAI,3.97
AIXTRON SE,EUR,EASYAI,1.62
MONOLITHIC POWER,USD,EASYAI,1.92
CIENA CORP,USD,EASYAI,2.26
FABRINET,USD,EASYAI,3.01
NEBIUS GROUP NV,USD,EASYAI,2.43
SUSS MICROTEC SE,EUR,EASYAI,1.32
BLOOM ENERGY C-A,USD,EASYAI,3.56
ONTO INNOVATION,USD,EASYAI,3.80
VERTIV HOLDINGS,USD,EASYAI,1.59
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.42
ASTERA LABS INC,USD,EASYAI,2.77
COHERENT CORP,USD,EASYAI,4.46
GE VERNOVA LLC,USD,EASYAI,4.15
LUMENTUM HOL,USD,EASYAI,8.01
INAV - EUR.CASH,EUR,EASYAI,0.10
INAV - USD.CASH,USD,EASYAI,5.26
INAV - ZAR.CASH,ZAR,EASYAI,0.38
