description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.17
ADV ENERGY INDS,USD,EASYAI,2.67
QUANTA SERVICES,USD,EASYAI,2.66
AXT INC,USD,EASYAI,3.07
NVIDIA CORP,USD,EASYAI,7.50
MKS INC,USD,EASYAI,1.76
INTEL CORP,USD,EASYAI,2.74
ON Semiconductor Corp,USD,EASYAI,2.72
CAMTEK LTD,USD,EASYAI,1.99
MICRON TECH,USD,EASYAI,5.33
TTM TECHNOLOGIES,USD,EASYAI,1.37
ARGAN INC,USD,EASYAI,2.07
TERADYNE INC,USD,EASYAI,2.98
FORMFACTOR INC,USD,EASYAI,4.86
VICOR CORP,USD,EASYAI,3.85
AIXTRON SE,EUR,EASYAI,1.52
MONOLITHIC POWER,USD,EASYAI,1.90
CIENA CORP,USD,EASYAI,2.04
FABRINET,USD,EASYAI,2.21
NEBIUS GROUP NV,USD,EASYAI,2.31
SUSS MICROTEC SE,EUR,EASYAI,1.20
BLOOM ENERGY C-A,USD,EASYAI,4.59
ONTO INNOVATION,USD,EASYAI,3.28
VERTIV HOLDINGS,USD,EASYAI,1.50
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.48
ASTERA LABS INC,USD,EASYAI,3.24
COHERENT CORP,USD,EASYAI,4.48
GE VERNOVA LLC,USD,EASYAI,3.99
LUMENTUM HOL,USD,EASYAI,8.65
INAV - EUR.CASH,EUR,EASYAI,0.00
INAV - USD.CASH,USD,EASYAI,4.33
INAV - ZAR.CASH,ZAR,EASYAI,0.39
