description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.22
ADV ENERGY INDS,USD,EASYAI,2.97
QUANTA SERVICES,USD,EASYAI,2.62
AXT INC,USD,EASYAI,2.62
NVIDIA CORP,USD,EASYAI,7.67
MKS INC,USD,EASYAI,1.90
INTEL CORP,USD,EASYAI,2.11
ON Semiconductor Corp,USD,EASYAI,2.89
CAMTEK LTD,USD,EASYAI,1.97
MICRON TECH,USD,EASYAI,4.87
TTM TECHNOLOGIES,USD,EASYAI,1.40
ARGAN INC,USD,EASYAI,2.56
TERADYNE INC,USD,EASYAI,2.96
FORMFACTOR INC,USD,EASYAI,4.58
VICOR CORP,USD,EASYAI,3.57
AIXTRON SE,EUR,EASYAI,1.60
MONOLITHIC POWER,USD,EASYAI,1.99
CIENA CORP,USD,EASYAI,2.27
FABRINET,USD,EASYAI,2.44
NEBIUS GROUP NV,USD,EASYAI,2.21
SUSS MICROTEC SE,EUR,EASYAI,1.26
BLOOM ENERGY C-A,USD,EASYAI,3.74
ONTO INNOVATION,USD,EASYAI,3.54
VERTIV HOLDINGS,USD,EASYAI,1.64
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.25
ASTERA LABS INC,USD,EASYAI,2.95
COHERENT CORP,USD,EASYAI,4.20
GE VERNOVA LLC,USD,EASYAI,4.11
LUMENTUM HOL,USD,EASYAI,8.85
INAV - USD.CASH,USD,EASYAI,4.41
INAV - ZAR.CASH,ZAR,EASYAI,0.46
