description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.60
ADV ENERGY INDS,USD,EASYAI,3.02
QUANTA SERVICES,USD,EASYAI,2.71
AXT INC,USD,EASYAI,1.15
NVIDIA CORP,USD,EASYAI,5.50
MKS INC,USD,EASYAI,2.37
STMICROELECTR-NY,USD,EASYAI,0.95
INTEL CORP,USD,EASYAI,1.15
ON Semiconductor Corp,USD,EASYAI,1.81
CAMTEK LTD,USD,EASYAI,0.96
MICRON TECH,USD,EASYAI,4.53
TTM TECHNOLOGIES,USD,EASYAI,1.49
ARGAN INC,USD,EASYAI,3.10
FORMFACTOR INC,USD,EASYAI,4.00
VICOR CORP,USD,EASYAI,4.12
AIXTRON SE,EUR,EASYAI,1.73
INFINEON TECH,EUR,EASYAI,2.80
MONOLITHIC POWER,USD,EASYAI,0.83
CIENA CORP,USD,EASYAI,2.25
FABRINET,USD,EASYAI,2.64
NEBIUS GROUP NV,USD,EASYAI,1.77
SUSS MICROTEC SE,EUR,EASYAI,1.46
BLOOM ENERGY C-A,USD,EASYAI,4.58
ONTO INNOVATION,USD,EASYAI,2.71
VERTIV HOLDINGS,USD,EASYAI,1.83
GENERAL ELECTRIC,USD,EASYAI,1.67
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.87
ASTERA LABS INC,USD,EASYAI,2.07
APPLOVIN CO-CL A,USD,EASYAI,1.21
COHERENT CORP,USD,EASYAI,4.01
GE VERNOVA LLC,USD,EASYAI,4.54
LUMENTUM HOL,USD,EASYAI,6.66
INAV - EUR.CASH,EUR,EASYAI,0.12
INAV - USD.CASH,USD,EASYAI,10.0
INAV - ZAR.CASH,ZAR,EASYAI,0.53
