description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.93
ADV ENERGY INDS,USD,EASYAI,3.01
QUANTA SERVICES,USD,EASYAI,2.94
AXT INC,USD,EASYAI,1.23
NVIDIA CORP,USD,EASYAI,5.37
MKS INC,USD,EASYAI,2.18
STMICROELECTR-NY,USD,EASYAI,0.84
INTEL CORP,USD,EASYAI,1.12
ON Semiconductor Corp,USD,EASYAI,1.79
CAMTEK LTD,USD,EASYAI,0.93
MICRON TECH,USD,EASYAI,4.82
TTM TECHNOLOGIES,USD,EASYAI,1.38
ARGAN INC,USD,EASYAI,3.42
FORMFACTOR INC,USD,EASYAI,4.09
VICOR CORP,USD,EASYAI,3.84
AIXTRON SE,EUR,EASYAI,1.55
INFINEON TECH,EUR,EASYAI,2.69
MONOLITHIC POWER,USD,EASYAI,0.87
CIENA CORP,USD,EASYAI,2.24
FABRINET,USD,EASYAI,2.62
NEBIUS GROUP NV,USD,EASYAI,2.02
SUSS MICROTEC SE,EUR,EASYAI,1.34
BLOOM ENERGY C-A,USD,EASYAI,2.79
ONTO INNOVATION,USD,EASYAI,2.51
VERTIV HOLDINGS,USD,EASYAI,1.47
GENERAL ELECTRIC,USD,EASYAI,1.79
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.88
ASTERA LABS INC,USD,EASYAI,2.02
APPLOVIN CO-CL A,USD,EASYAI,1.17
COHERENT CORP,USD,EASYAI,3.75
GE VERNOVA LLC,USD,EASYAI,4.48
LUMENTUM HOL,USD,EASYAI,6.79
INAV - EUR.CASH,EUR,EASYAI,0.12
INAV - USD.CASH,USD,EASYAI,12.3
INAV - ZAR.CASH,ZAR,EASYAI,0.50
