description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,7.41
ADV ENERGY INDS,USD,EASYAI,3.30
AMPHENOL CORP,USD,EASYAI,1.89
QUANTA SERVICES,USD,EASYAI,3.18
AXT INC,USD,EASYAI,2.95
NVIDIA CORP,USD,EASYAI,6.04
MKS INC,USD,EASYAI,2.17
CAMTEK LTD,USD,EASYAI,2.05
MICRON TECH,USD,EASYAI,3.83
ARGAN INC,USD,EASYAI,3.75
FORMFACTOR INC,USD,EASYAI,4.53
VICOR CORP,USD,EASYAI,4.49
CIENA CORP,USD,EASYAI,3.24
FABRINET,USD,EASYAI,4.02
NEBIUS GROUP NV,USD,EASYAI,2.10
META PLATFORMS-A,USD,EASYAI,2.36
BLOOM ENERGY C-A,USD,EASYAI,5.99
AXON ENTERPRISE,USD,EASYAI,0.88
ONTO INNOVATION,USD,EASYAI,2.47
VERTIV HOLDINGS,USD,EASYAI,2.07
GENERAL ELECTRIC,USD,EASYAI,1.43
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.41
IREN LTD,USD,EASYAI,1.20
APPLOVIN CO-CL A,USD,EASYAI,1.38
COHERENT CORP,USD,EASYAI,5.29
GE VERNOVA LLC,USD,EASYAI,4.59
KARMAN HOLDINGS INC,USD,EASYAI,0.86
LUMENTUM HOL,USD,EASYAI,8.67
BWX TECHNOLOGIES,USD,EASYAI,2.26
INAV - USD.CASH,USD,EASYAI,2.50
INAV - ZAR.CASH,ZAR,EASYAI,0.53
