description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.50
ADV ENERGY INDS,USD,EASYAI,2.77
QUANTA SERVICES,USD,EASYAI,2.78
AXT INC,USD,EASYAI,2.68
NVIDIA CORP,USD,EASYAI,7.65
MKS INC,USD,EASYAI,1.75
INTEL CORP,USD,EASYAI,2.46
ON Semiconductor Corp,USD,EASYAI,2.74
CAMTEK LTD,USD,EASYAI,2.00
MICRON TECH,USD,EASYAI,5.13
TTM TECHNOLOGIES,USD,EASYAI,1.36
ARGAN INC,USD,EASYAI,2.33
TERADYNE INC,USD,EASYAI,2.89
FORMFACTOR INC,USD,EASYAI,4.63
VICOR CORP,USD,EASYAI,3.43
AIXTRON SE,EUR,EASYAI,1.55
MONOLITHIC POWER,USD,EASYAI,1.85
CIENA CORP,USD,EASYAI,2.05
FABRINET,USD,EASYAI,2.35
NEBIUS GROUP NV,USD,EASYAI,2.25
SUSS MICROTEC SE,EUR,EASYAI,1.23
BLOOM ENERGY C-A,USD,EASYAI,4.92
ONTO INNOVATION,USD,EASYAI,3.13
VERTIV HOLDINGS,USD,EASYAI,1.55
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.32
ASTERA LABS INC,USD,EASYAI,2.77
COHERENT CORP,USD,EASYAI,4.38
GE VERNOVA LLC,USD,EASYAI,4.23
LUMENTUM HOL,USD,EASYAI,9.04
INAV - EUR.CASH,EUR,EASYAI,0.00
INAV - USD.CASH,USD,EASYAI,4.69
INAV - ZAR.CASH,ZAR,EASYAI,0.43
