description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.24
ADV ENERGY INDS,USD,EASYAI,3.00
QUANTA SERVICES,USD,EASYAI,2.68
AXT INC,USD,EASYAI,2.49
NVIDIA CORP,USD,EASYAI,7.78
MKS INC,USD,EASYAI,1.88
INTEL CORP,USD,EASYAI,2.15
ON Semiconductor Corp,USD,EASYAI,3.00
CAMTEK LTD,USD,EASYAI,1.91
MICRON TECH,USD,EASYAI,5.23
TTM TECHNOLOGIES,USD,EASYAI,1.40
ARGAN INC,USD,EASYAI,2.47
TERADYNE INC,USD,EASYAI,2.92
FORMFACTOR INC,USD,EASYAI,4.38
VICOR CORP,USD,EASYAI,3.44
AIXTRON SE,EUR,EASYAI,1.61
MONOLITHIC POWER,USD,EASYAI,2.01
CIENA CORP,USD,EASYAI,2.28
FABRINET,USD,EASYAI,2.43
NEBIUS GROUP NV,USD,EASYAI,2.18
SUSS MICROTEC SE,EUR,EASYAI,1.28
BLOOM ENERGY C-A,USD,EASYAI,3.70
ONTO INNOVATION,USD,EASYAI,3.39
VERTIV HOLDINGS,USD,EASYAI,1.65
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.21
ASTERA LABS INC,USD,EASYAI,3.01
COHERENT CORP,USD,EASYAI,4.13
GE VERNOVA LLC,USD,EASYAI,4.05
LUMENTUM HOL,USD,EASYAI,8.86
INAV - USD.CASH,USD,EASYAI,4.61
INAV - ZAR.CASH,ZAR,EASYAI,0.47
