description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.23
ADV ENERGY INDS,USD,EASYAI,3.20
QUANTA SERVICES,USD,EASYAI,2.66
AXT INC,USD,EASYAI,2.84
NVIDIA CORP,USD,EASYAI,7.10
MKS INC,USD,EASYAI,2.01
INTEL CORP,USD,EASYAI,2.25
ON Semiconductor Corp,USD,EASYAI,2.95
CAMTEK LTD,USD,EASYAI,2.20
MICRON TECH,USD,EASYAI,4.63
TTM TECHNOLOGIES,USD,EASYAI,1.46
ARGAN INC,USD,EASYAI,2.91
FORMFACTOR INC,USD,EASYAI,5.13
VICOR CORP,USD,EASYAI,3.72
AIXTRON SE,EUR,EASYAI,1.67
INFINEON TECH,EUR,EASYAI,2.50
MONOLITHIC POWER,USD,EASYAI,1.94
CIENA CORP,USD,EASYAI,2.35
FABRINET,USD,EASYAI,2.99
NEBIUS GROUP NV,USD,EASYAI,2.41
SUSS MICROTEC SE,EUR,EASYAI,1.37
BLOOM ENERGY C-A,USD,EASYAI,3.79
ONTO INNOVATION,USD,EASYAI,3.83
VERTIV HOLDINGS,USD,EASYAI,1.64
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.37
ASTERA LABS INC,USD,EASYAI,2.93
COHERENT CORP,USD,EASYAI,4.35
GE VERNOVA LLC,USD,EASYAI,4.23
LUMENTUM HOL,USD,EASYAI,7.62
INAV - EUR.CASH,EUR,EASYAI,0.11
INAV - USD.CASH,USD,EASYAI,3.02
INAV - ZAR.CASH,ZAR,EASYAI,0.41
