description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,7.47
ADV ENERGY INDS,USD,EASYAI,3.35
AMPHENOL CORP,USD,EASYAI,1.92
QUANTA SERVICES,USD,EASYAI,3.19
AXT INC,USD,EASYAI,2.75
NVIDIA CORP,USD,EASYAI,6.05
MKS INC,USD,EASYAI,2.17
CAMTEK LTD,USD,EASYAI,2.10
MICRON TECH,USD,EASYAI,3.71
ARGAN INC,USD,EASYAI,3.87
FORMFACTOR INC,USD,EASYAI,4.50
VICOR CORP,USD,EASYAI,4.57
CIENA CORP,USD,EASYAI,3.12
FABRINET,USD,EASYAI,4.12
NEBIUS GROUP NV,USD,EASYAI,2.11
META PLATFORMS-A,USD,EASYAI,2.38
BLOOM ENERGY C-A,USD,EASYAI,5.89
AXON ENTERPRISE,USD,EASYAI,0.89
ONTO INNOVATION,USD,EASYAI,2.52
VERTIV HOLDINGS,USD,EASYAI,2.17
GENERAL ELECTRIC,USD,EASYAI,1.42
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.21
IREN LTD,USD,EASYAI,1.26
APPLOVIN CO-CL A,USD,EASYAI,1.41
COHERENT CORP,USD,EASYAI,5.39
GE VERNOVA LLC,USD,EASYAI,4.56
KARMAN HOLDINGS INC,USD,EASYAI,0.88
LUMENTUM HOL,USD,EASYAI,8.56
BWX TECHNOLOGIES,USD,EASYAI,2.30
INAV - USD.CASH,USD,EASYAI,2.48
INAV - ZAR.CASH,ZAR,EASYAI,0.53
