description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.34
ADV ENERGY INDS,USD,EASYAI,2.99
QUANTA SERVICES,USD,EASYAI,2.65
AXT INC,USD,EASYAI,2.60
NVIDIA CORP,USD,EASYAI,7.19
MKS INC,USD,EASYAI,1.94
INTEL CORP,USD,EASYAI,2.06
ON Semiconductor Corp,USD,EASYAI,2.88
CAMTEK LTD,USD,EASYAI,1.98
MICRON TECH,USD,EASYAI,4.98
TTM TECHNOLOGIES,USD,EASYAI,1.39
ARGAN INC,USD,EASYAI,2.58
TERADYNE INC,USD,EASYAI,2.95
FORMFACTOR INC,USD,EASYAI,4.58
VICOR CORP,USD,EASYAI,3.52
AIXTRON SE,EUR,EASYAI,1.61
MONOLITHIC POWER,USD,EASYAI,2.02
CIENA CORP,USD,EASYAI,2.34
FABRINET,USD,EASYAI,2.51
NEBIUS GROUP NV,USD,EASYAI,2.20
SUSS MICROTEC SE,EUR,EASYAI,1.24
BLOOM ENERGY C-A,USD,EASYAI,3.81
ONTO INNOVATION,USD,EASYAI,3.60
VERTIV HOLDINGS,USD,EASYAI,1.64
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.12
ASTERA LABS INC,USD,EASYAI,2.87
COHERENT CORP,USD,EASYAI,4.26
GE VERNOVA LLC,USD,EASYAI,4.18
LUMENTUM HOL,USD,EASYAI,8.85
INAV - USD.CASH,USD,EASYAI,4.49
INAV - ZAR.CASH,ZAR,EASYAI,0.48
