description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.01
ADV ENERGY INDS,USD,EASYAI,2.72
QUANTA SERVICES,USD,EASYAI,2.60
AXT INC,USD,EASYAI,2.93
NVIDIA CORP,USD,EASYAI,7.39
MKS INC,USD,EASYAI,1.75
INTEL CORP,USD,EASYAI,2.73
ON Semiconductor Corp,USD,EASYAI,2.73
CAMTEK LTD,USD,EASYAI,1.97
MICRON TECH,USD,EASYAI,5.48
TTM TECHNOLOGIES,USD,EASYAI,1.38
ARGAN INC,USD,EASYAI,1.98
TERADYNE INC,USD,EASYAI,3.05
FORMFACTOR INC,USD,EASYAI,5.03
VICOR CORP,USD,EASYAI,4.52
AIXTRON SE,EUR,EASYAI,1.48
MONOLITHIC POWER,USD,EASYAI,2.01
CIENA CORP,USD,EASYAI,2.01
FABRINET,USD,EASYAI,2.18
NEBIUS GROUP NV,USD,EASYAI,2.29
SUSS MICROTEC SE,EUR,EASYAI,1.21
BLOOM ENERGY C-A,USD,EASYAI,4.55
ONTO INNOVATION,USD,EASYAI,3.30
VERTIV HOLDINGS,USD,EASYAI,1.48
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.50
ASTERA LABS INC,USD,EASYAI,3.38
COHERENT CORP,USD,EASYAI,4.23
GE VERNOVA LLC,USD,EASYAI,3.93
LUMENTUM HOL,USD,EASYAI,8.40
INAV - EUR.CASH,EUR,EASYAI,0.00
INAV - USD.CASH,USD,EASYAI,4.24
INAV - ZAR.CASH,ZAR,EASYAI,0.38
