description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.34
ADV ENERGY INDS,USD,EASYAI,3.17
QUANTA SERVICES,USD,EASYAI,2.68
AXT INC,USD,EASYAI,2.97
NVIDIA CORP,USD,EASYAI,7.02
MKS INC,USD,EASYAI,2.02
INTEL CORP,USD,EASYAI,2.18
ON Semiconductor Corp,USD,EASYAI,2.96
CAMTEK LTD,USD,EASYAI,2.08
MICRON TECH,USD,EASYAI,4.69
TTM TECHNOLOGIES,USD,EASYAI,1.46
ARGAN INC,USD,EASYAI,2.98
FORMFACTOR INC,USD,EASYAI,5.07
VICOR CORP,USD,EASYAI,3.81
AIXTRON SE,EUR,EASYAI,1.64
INFINEON TECH,EUR,EASYAI,2.46
MONOLITHIC POWER,USD,EASYAI,1.97
CIENA CORP,USD,EASYAI,2.26
FABRINET,USD,EASYAI,2.97
NEBIUS GROUP NV,USD,EASYAI,2.60
SUSS MICROTEC SE,EUR,EASYAI,1.35
BLOOM ENERGY C-A,USD,EASYAI,3.65
ONTO INNOVATION,USD,EASYAI,3.72
VERTIV HOLDINGS,USD,EASYAI,1.66
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.26
ASTERA LABS INC,USD,EASYAI,2.89
COHERENT CORP,USD,EASYAI,4.29
GE VERNOVA LLC,USD,EASYAI,4.24
LUMENTUM HOL,USD,EASYAI,7.94
INAV - EUR.CASH,EUR,EASYAI,0.11
INAV - USD.CASH,USD,EASYAI,2.99
INAV - ZAR.CASH,ZAR,EASYAI,0.40
