description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.43
ADV ENERGY INDS,USD,EASYAI,3.08
QUANTA SERVICES,USD,EASYAI,2.58
AXT INC,USD,EASYAI,1.52
NVIDIA CORP,USD,EASYAI,4.34
MKS INC,USD,EASYAI,2.49
STMICROELECTR-NY,USD,EASYAI,0.95
INTEL CORP,USD,EASYAI,1.31
ON Semiconductor Corp,USD,EASYAI,1.53
CAMTEK LTD,USD,EASYAI,0.86
MICRON TECH,USD,EASYAI,5.10
TTM TECHNOLOGIES,USD,EASYAI,1.80
ARGAN INC,USD,EASYAI,3.77
FORMFACTOR INC,USD,EASYAI,4.52
VICOR CORP,USD,EASYAI,5.50
AIXTRON SE,EUR,EASYAI,1.88
INFINEON TECH,EUR,EASYAI,2.84
MONOLITHIC POWER,USD,EASYAI,0.70
CIENA CORP,USD,EASYAI,2.33
FABRINET,USD,EASYAI,2.54
NEBIUS GROUP NV,USD,EASYAI,2.26
SUSS MICROTEC SE,EUR,EASYAI,1.38
BLOOM ENERGY C-A,USD,EASYAI,5.12
ONTO INNOVATION,USD,EASYAI,2.84
VERTIV HOLDINGS,USD,EASYAI,1.60
GENERAL ELECTRIC,USD,EASYAI,1.52
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.85
ASTERA LABS INC,USD,EASYAI,2.49
APPLOVIN CO-CL A,USD,EASYAI,1.17
COHERENT CORP,USD,EASYAI,4.76
GE VERNOVA LLC,USD,EASYAI,4.06
LUMENTUM HOL,USD,EASYAI,6.74
INAV - EUR.CASH,EUR,EASYAI,0.10
INAV - USD.CASH,USD,EASYAI,4.76
INAV - ZAR.CASH,ZAR,EASYAI,2.11
