description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.29
ADV ENERGY INDS,USD,EASYAI,3.18
QUANTA SERVICES,USD,EASYAI,2.50
AXT INC,USD,EASYAI,1.47
NVIDIA CORP,USD,EASYAI,4.29
MKS INC,USD,EASYAI,2.57
STMICROELECTR-NY,USD,EASYAI,0.92
INTEL CORP,USD,EASYAI,1.34
ON Semiconductor Corp,USD,EASYAI,1.57
CAMTEK LTD,USD,EASYAI,0.86
MICRON TECH,USD,EASYAI,4.95
TTM TECHNOLOGIES,USD,EASYAI,1.73
ARGAN INC,USD,EASYAI,3.66
FORMFACTOR INC,USD,EASYAI,4.83
VICOR CORP,USD,EASYAI,5.49
AIXTRON SE,EUR,EASYAI,1.83
INFINEON TECH,EUR,EASYAI,2.85
MONOLITHIC POWER,USD,EASYAI,0.71
CIENA CORP,USD,EASYAI,2.29
FABRINET,USD,EASYAI,2.61
NEBIUS GROUP NV,USD,EASYAI,2.30
SUSS MICROTEC SE,EUR,EASYAI,1.32
BLOOM ENERGY C-A,USD,EASYAI,5.43
ONTO INNOVATION,USD,EASYAI,2.95
VERTIV HOLDINGS,USD,EASYAI,1.68
GENERAL ELECTRIC,USD,EASYAI,1.46
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.03
ASTERA LABS INC,USD,EASYAI,2.53
APPLOVIN CO-CL A,USD,EASYAI,1.16
COHERENT CORP,USD,EASYAI,4.62
GE VERNOVA LLC,USD,EASYAI,4.16
LUMENTUM HOL,USD,EASYAI,6.54
INAV - EUR.CASH,EUR,EASYAI,0.09
INAV - USD.CASH,USD,EASYAI,6.15
INAV - ZAR.CASH,ZAR,EASYAI,0.45
