description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.94
ADV ENERGY INDS,USD,EASYAI,3.15
QUANTA SERVICES,USD,EASYAI,2.73
AXT INC,USD,EASYAI,1.24
NVIDIA CORP,USD,EASYAI,5.32
MKS INC,USD,EASYAI,2.30
STMICROELECTR-NY,USD,EASYAI,0.83
INTEL CORP,USD,EASYAI,1.11
ON Semiconductor Corp,USD,EASYAI,1.87
CAMTEK LTD,USD,EASYAI,1.01
MICRON TECH,USD,EASYAI,4.88
TTM TECHNOLOGIES,USD,EASYAI,1.45
ARGAN INC,USD,EASYAI,3.14
FORMFACTOR INC,USD,EASYAI,3.77
VICOR CORP,USD,EASYAI,3.77
AIXTRON SE,EUR,EASYAI,1.68
INFINEON TECH,EUR,EASYAI,2.70
MONOLITHIC POWER,USD,EASYAI,0.87
CIENA CORP,USD,EASYAI,2.23
FABRINET,USD,EASYAI,2.76
NEBIUS GROUP NV,USD,EASYAI,1.98
SUSS MICROTEC SE,EUR,EASYAI,1.33
BLOOM ENERGY C-A,USD,EASYAI,2.49
ONTO INNOVATION,USD,EASYAI,2.58
VERTIV HOLDINGS,USD,EASYAI,1.83
GENERAL ELECTRIC,USD,EASYAI,1.79
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.93
ASTERA LABS INC,USD,EASYAI,1.87
APPLOVIN CO-CL A,USD,EASYAI,1.18
COHERENT CORP,USD,EASYAI,4.02
GE VERNOVA LLC,USD,EASYAI,4.47
LUMENTUM HOL,USD,EASYAI,6.86
INAV - EUR.CASH,EUR,EASYAI,0.12
INAV - USD.CASH,USD,EASYAI,12.1
INAV - ZAR.CASH,ZAR,EASYAI,0.49
