description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.54
ADV ENERGY INDS,USD,EASYAI,3.07
QUANTA SERVICES,USD,EASYAI,2.84
AXT INC,USD,EASYAI,2.91
NVIDIA CORP,USD,EASYAI,7.40
MKS INC,USD,EASYAI,2.00
INTEL CORP,USD,EASYAI,2.14
ON Semiconductor Corp,USD,EASYAI,2.93
CAMTEK LTD,USD,EASYAI,2.05
MICRON TECH,USD,EASYAI,5.15
TTM TECHNOLOGIES,USD,EASYAI,1.30
ARGAN INC,USD,EASYAI,2.91
TERADYNE INC,USD,EASYAI,3.10
FORMFACTOR INC,USD,EASYAI,4.88
VICOR CORP,USD,EASYAI,3.69
AIXTRON SE,EUR,EASYAI,1.64
MONOLITHIC POWER,USD,EASYAI,2.02
CIENA CORP,USD,EASYAI,2.26
FABRINET,USD,EASYAI,2.54
NEBIUS GROUP NV,USD,EASYAI,2.26
SUSS MICROTEC SE,EUR,EASYAI,1.29
BLOOM ENERGY C-A,USD,EASYAI,3.52
ONTO INNOVATION,USD,EASYAI,3.67
VERTIV HOLDINGS,USD,EASYAI,1.64
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.18
ASTERA LABS INC,USD,EASYAI,2.86
COHERENT CORP,USD,EASYAI,4.18
GE VERNOVA LLC,USD,EASYAI,4.22
LUMENTUM HOL,USD,EASYAI,8.25
INAV - USD.CASH,USD,EASYAI,3.00
INAV - ZAR.CASH,ZAR,EASYAI,0.43
