description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.36
ADV ENERGY INDS,USD,EASYAI,3.21
QUANTA SERVICES,USD,EASYAI,2.58
AXT INC,USD,EASYAI,1.55
NVIDIA CORP,USD,EASYAI,4.46
MKS INC,USD,EASYAI,2.42
STMICROELECTR-NY,USD,EASYAI,0.95
INTEL CORP,USD,EASYAI,1.33
ON Semiconductor Corp,USD,EASYAI,1.63
CAMTEK LTD,USD,EASYAI,0.87
MICRON TECH,USD,EASYAI,5.25
TTM TECHNOLOGIES,USD,EASYAI,1.92
ARGAN INC,USD,EASYAI,3.79
FORMFACTOR INC,USD,EASYAI,4.27
VICOR CORP,USD,EASYAI,5.10
AIXTRON SE,EUR,EASYAI,1.96
INFINEON TECH,EUR,EASYAI,2.95
MONOLITHIC POWER,USD,EASYAI,0.73
CIENA CORP,USD,EASYAI,2.42
FABRINET,USD,EASYAI,2.63
NEBIUS GROUP NV,USD,EASYAI,2.16
SUSS MICROTEC SE,EUR,EASYAI,1.41
BLOOM ENERGY C-A,USD,EASYAI,4.88
ONTO INNOVATION,USD,EASYAI,2.73
VERTIV HOLDINGS,USD,EASYAI,1.65
GENERAL ELECTRIC,USD,EASYAI,1.56
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,2.87
ASTERA LABS INC,USD,EASYAI,2.22
APPLOVIN CO-CL A,USD,EASYAI,1.16
COHERENT CORP,USD,EASYAI,4.82
GE VERNOVA LLC,USD,EASYAI,4.00
LUMENTUM HOL,USD,EASYAI,6.73
INAV - EUR.CASH,EUR,EASYAI,0.10
INAV - USD.CASH,USD,EASYAI,4.95
INAV - ZAR.CASH,ZAR,EASYAI,2.20
