snapshot_date,num_holdings,cash_weight,top_1_weight,top_3_weight,top_5_weight,top_10_weight,top_20_weight,total_weight,hhi,effective_num_holdings
2026-05-08,33,6.37,9.74,22.78,34.03,58.54,84.16000000000003,99.82000000000001,0.04569366,21.884874181669844
