latest_snapshot_date,num_holdings,cash_weight,equity_weight,top_1_weight,top_3_weight,top_5_weight,top_10_weight,top_20_weight,largest_holding,largest_holding_weight,total_weight
2026-05-08,33,6.37,93.44999999999999,9.74,22.78,34.03,58.54,84.16000000000003,LUMENTUM HOL,9.74,99.82000000000001
