fund,fund_code,snapshot_date,source_url,raw_file,raw_sha256,status,num_holdings,total_weight,captured_at_utc
easyge,EASYGE,2026-05-19,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260519.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260519.csv,44c55dbb91225ddbebed1670a68c3536369d92818d8cbe81c92834cbbca81c68,new,33,99.8,2026-05-19T12:21:33Z
easyge,EASYGE,2026-05-20,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260520.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260520.csv,cbf67a978f2473d14c27a7f3ccf988a3204923fefeaafb0760b6e2702a306259,new,33,99.83,2026-05-20T12:04:10Z
easyge,EASYGE,2026-05-22,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260522.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260522.csv,83eed2412789f91d793f512e77678a0b90797f704dcf86762d3bd687b60d15b6,new,34,99.78,2026-05-22T12:01:33Z
easyge,EASYGE,2026-05-25,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260525.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260525.csv,46bbbeaf94129ad70c20237d1af7cdff72c76f49919757754ac2483551047668,new,39,99.83,2026-05-25T16:32:02Z
easyge,EASYGE,2026-05-26,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260526.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260526.csv,460a2d2d830f1d04b9dd6c64fccae32b1af39a41676afd593fbf4c0f367ece79,new,37,99.8,2026-05-26T12:49:45Z
easyge,EASYGE,2026-05-27,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260527.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260527.csv,41b6eab00d28c0550be1759a4981a630f3bb0c0b5206186d927980c71b4e0264,new,37,99.84,2026-05-27T11:14:18Z
easyge,EASYGE,2026-05-28,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260528.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260528.csv,7b98f8ded7bb2a6eceba746a2322645fa11ae8a8c2774f6bfd56fa8b70857952,new,37,99.81,2026-05-28T12:45:53Z
easyge,EASYGE,2026-05-29,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260529.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260529.csv,bf8d55e41800d0a833ae980e9b863f9f532a8e61af3dd65b0dceb80c060d8155,new,37,99.81,2026-05-29T12:27:44Z
easyge,EASYGE,2026-06-01,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260601.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260601.csv,811d781f3bb80d1050c3ae3a68aba1524b9bc88706f00dc3b8d177177a1681eb,new,37,99.82,2026-06-01T15:33:17Z
easyge,EASYGE,2026-06-02,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260602.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260602.csv,c3244638ea2aaac7e5028526a42ea51bf51e481c668b152cadab4499d4071110,new,37,99.83,2026-06-02T12:52:15Z
easyge,EASYGE,2026-06-03,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260603.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260603.csv,fec83570e5b47fddb7df07d8a7b0244f76599f989a6a21e10b92be512eeddac2,new,37,99.83,2026-06-03T14:06:12Z
easyge,EASYGE,2026-06-04,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260604.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260604.csv,da9ec671a90ee6b193ba7c0929fae6bed2b76f28bdc07e8bfeda92de3e48ea38,new,37,99.83,2026-06-04T12:19:41Z
easyge,EASYGE,2026-06-05,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260605.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260605.csv,ff5ef19bff5251f7b682085f4c58dbd028703b9d98a6af15d26fb8b7497e9ae0,new,37,99.82,2026-06-05T12:20:01Z
easyge,EASYGE,2026-06-08,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260608.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260608.csv,bd5de9f614d782c81174ff8b2293d49ef8e01a694300de525e5425d6bf2de77e,new,37,99.81,2026-06-08T11:13:46Z
easyge,EASYGE,2026-06-09,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260609.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260609.csv,5ab302a009947b1ae2b35e230d5ade526ec7c12b394623c6c7b330e85ca81988,new,37,99.81,2026-06-09T12:15:54Z
easyge,EASYGE,2026-06-10,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260610.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260610.csv,828a61fc11755970e07575d63679273d0cd98a1e783b890ac7a886401185e471,new,37,99.84,2026-06-10T12:36:05Z
easyge,EASYGE,2026-06-11,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260611.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260611.csv,65dcdfa0c9222a1495d73ed81aea416f4812545f594069d115fe2351dfbf08e2,new,37,99.83,2026-06-11T12:54:49Z
easyge,EASYGE,2026-06-12,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260612.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260612.csv,06d75e5ea8dd9a9426e8ee159cf36fa8ac3e0484e7de4970f441efd67ae4ca55,new,37,99.82,2026-06-12T12:31:24Z
easyge,EASYGE,2026-06-15,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260615.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260615.csv,48111f729f725f3b7e393d7228daebf62f8c30d4322913ed5e901918db2ffaf5,new,37,99.8,2026-06-15T15:25:09Z
easyge,EASYGE,2026-06-17,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260617.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260617.csv,fbead327ce802914e88f90960363d620e299a9bc8433685dd06ae55bd59bd9e7,new,37,99.8,2026-06-17T12:58:17Z
easyge,EASYGE,2026-06-18,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260618.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260618.csv,fbe50a113e57b1282ef4b67e616839d26b226be4c45cff2448d6411a9a6e8f05,new,37,99.82,2026-06-18T12:32:01Z
easyge,EASYGE,2026-06-19,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260619.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260619.csv,fd2e7093ac1c9af7ee8332699adab24c074599b431b478ab0ee9c2cd2192f143,new,37,99.8,2026-06-19T12:54:06Z
easyge,EASYGE,2026-06-22,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260622.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260622.csv,c7738685b226c92f9c91bcdd7746dc8d2cfbc944decc55bb4c3c8a3db6e93653,new,37,99.81,2026-06-22T14:50:10Z
easyge,EASYGE,2026-06-24,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260624.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260624.csv,06824993d882f87c909114cdf9adbf56a975d62548ff2a174a78b07fbcd82bf0,new,37,99.8,2026-06-24T12:01:37Z
easyge,EASYGE,2026-06-25,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260625.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260625.csv,85cfed97cd43f337f8e6bdc0bd80a8cf64ab31795dc7c074d405c1dfa06d7c2f,new,37,99.8,2026-06-25T11:50:21Z
easyge,EASYGE,2026-06-26,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260626.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260626.csv,6ef31e243078394801cda3f04a5fcbfd2abc5e054f24855c4c640bf499510396,new,37,99.82,2026-06-26T11:49:53Z
easyge,EASYGE,2026-06-29,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260629.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260629.csv,2552c934ef818e7736a0dac0e6a92ae4df2b1482fdc9dffb84b4d468b39d6399,new,37,99.82,2026-06-29T13:15:50Z
easyge,EASYGE,2026-06-30,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260630.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260630.csv,c8596f9547f5150eab68994cfdc7e797801f1091067c0f0ca3cec3755739554a,new,37,99.82,2026-06-30T11:50:22Z
easyge,EASYGE,2026-07-01,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260701.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260701.csv,fb50cf19581e09a8316a0f91d59b319994b1d8e6b6b408a8448a46e36de916ae,new,37,99.81,2026-07-01T12:17:19Z
easyge,EASYGE,2026-07-02,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260702.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260702.csv,7980cae3b5b83cccf0d7ae6d5202a8d2053662680fb3c0ee4d4ae384691f78d9,new,37,99.82,2026-07-02T11:43:34Z
easyge,EASYGE,2026-07-03,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260703.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260703.csv,cdafa76531d41c29e1836c95d033f1b56d6bc871ff023eacc44e76a4b8a1047f,new,37,99.84,2026-07-03T11:42:03Z
easyge,EASYGE,2026-07-06,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260706.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260706.csv,809bc3c0a3f52c421e2182326bf26fc3e10a9e6d187f08b0fb4c67e710592786,new,37,99.8,2026-07-06T12:58:50Z
easyge,EASYGE,2026-07-07,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260707.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260707.csv,fbbfe977c3105a995494e71873d2488f29ffa78789cb395eaa91b999e35e660a,new,37,99.83,2026-07-07T12:09:51Z
easyge,EASYGE,2026-07-08,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260708.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260708.csv,7d8c5c7991004aab941479746f5128b7307d6cbd3746e48d54d44d69ec9e7e78,new,37,99.81,2026-07-08T11:18:04Z
easyge,EASYGE,2026-07-09,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260709.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260709.csv,7c1e419fca66ef02bcbb2b95a21b982d2cae37a2efa53d71dc37d6f63d4f7ebc,new,37,99.81,2026-07-09T12:20:53Z
easyge,EASYGE,2026-07-10,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260710.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260710.csv,cbc9b4140f7fe4d335557ed6adf1afa76e800fb02d33c98cbe4de99737ab33ab,new,37,99.86,2026-07-10T12:08:38Z
easyge,EASYGE,2026-07-13,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260713.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260713.csv,e206cf49d513547b9a53c75a92ad40e4ebafd0b13aa89d3bfe5ed2f564ad6e55,new,37,99.81,2026-07-13T12:16:58Z
easyge,EASYGE,2026-07-14,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260714.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260714.csv,3cd9b5c931ee150be55e0c78c6fcb71fc944f761f765c09fd5d68481258a9e44,new,37,99.8,2026-07-14T10:56:20Z
easyge,EASYGE,2026-07-15,https://easyetf-constituents.s3.us-west-2.amazonaws.com/EASYGE_PCF_ZAR_20260715.csv,data/raw/easyge/EASYGE_PCF_ZAR_20260715.csv,833efb531d8ca2c637ffc5e7e92e332c35282daa3c8289697c9eaa5e62d3423b,new,37,99.83,2026-07-15T11:01:55Z
