description,ccy,etf_contract_code,percentage
AECI Ltd,ZAR,EASYBF,0.70
Anglo American Plc,ZAR,EASYBF,1.67
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,0.92
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,0.98
BHP GROUP LTD,ZAR,EASYBF,2.51
BOXER RETAIL LTD,ZAR,EASYBF,0.77
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.05
Discovery Holdings Ltd,ZAR,EASYBF,0.85
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,21.1
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,21.3
Fortress Real Estate Investments Limited B,ZAR,EASYBF,1.16
New Gold Issuer Ltd,ZAR,EASYBF,4.71
Glencore Xstrata Plc,ZAR,EASYBF,1.68
Grindrod Ltd,ZAR,EASYBF,2.50
Lewis Group Ltd,ZAR,EASYBF,1.09
MTN Group Ltd,ZAR,EASYBF,0.86
Ninety One Plc,ZAR,EASYBF,0.59
Naspers Ltd - N Shares,ZAR,EASYBF,1.47
NINETY ONE LTD,ZAR,EASYBF,0.70
Pan African Resource,ZAR,EASYBF,3.12
Purple Group Ltd,ZAR,EASYBF,0.61
Resilient Property Income Fund Ltd,ZAR,EASYBF,0.59
Shoprite Holdings Ltd,ZAR,EASYBF,0.81
SOUTHERN SUN LTD,ZAR,EASYBF,0.40
Satrix SA Bond Portfolio,ZAR,EASYBF,7.50
SATRIX GOVI ETF,ZAR,EASYBF,0.72
SATRIX NAS 100,ZAR,EASYBF,4.81
Vukile Property Fund Ltd,ZAR,EASYBF,1.20
INAV - ZAR.CASH,ZAR,EASYBF,10.3
