description,ccy,etf_contract_code,percentage
Anglo American Plc,ZAR,EASYBF,1.81
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,3.13
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,0.49
BHP GROUP LTD,ZAR,EASYBF,2.80
BOXER RETAIL LTD,ZAR,EASYBF,1.21
CIE FINANCIERE R,ZAR,EASYBF,1.00
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.85
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,17.7
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,18.4
Fortress Real Estate Investments Limited B,ZAR,EASYBF,2.02
New Gold Issuer Ltd,ZAR,EASYBF,4.95
Glencore Xstrata Plc,ZAR,EASYBF,1.74
Grindrod Ltd,ZAR,EASYBF,1.88
Investec Plc,ZAR,EASYBF,0.61
Lewis Group Ltd,ZAR,EASYBF,0.99
MTN Group Ltd,ZAR,EASYBF,0.55
Ninety One Plc,ZAR,EASYBF,0.57
Naspers Ltd - N Shares,ZAR,EASYBF,1.27
NINETY ONE LTD,ZAR,EASYBF,0.66
Pan African Resource,ZAR,EASYBF,3.95
Purple Group Ltd,ZAR,EASYBF,0.86
Resilient Property Income Fund Ltd,ZAR,EASYBF,1.97
SOUTHERN SUN LTD,ZAR,EASYBF,0.40
Satrix SA Bond Portfolio,ZAR,EASYBF,12.9
SATRIX GOVI ETF,ZAR,EASYBF,0.72
SATRIX NAS 100,ZAR,EASYBF,4.66
Vukile Property Fund Ltd,ZAR,EASYBF,2.09
INAV - ZAR.CASH,ZAR,EASYBF,5.54
