description,ccy,etf_contract_code,percentage
Anglo American Plc,ZAR,EASYBF,1.73
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,2.60
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,0.49
BHP GROUP LTD,ZAR,EASYBF,2.50
BOXER RETAIL LTD,ZAR,EASYBF,1.29
CIE FINANCIERE R,ZAR,EASYBF,0.90
CAPITEC LIMITED,ZAR,EASYBF,4.61
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,19.1
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,19.1
Fortress Real Estate Investments Limited B,ZAR,EASYBF,2.12
New Gold Issuer Ltd,ZAR,EASYBF,7.91
Glencore Xstrata Plc,ZAR,EASYBF,1.57
Grindrod Ltd,ZAR,EASYBF,2.28
Investec Plc,ZAR,EASYBF,0.60
Lewis Group Ltd,ZAR,EASYBF,1.00
MTN Group Ltd,ZAR,EASYBF,0.56
Ninety One Plc,ZAR,EASYBF,0.56
Naspers Ltd - N Shares,ZAR,EASYBF,1.16
NINETY ONE LTD,ZAR,EASYBF,0.65
Pan African Resource,ZAR,EASYBF,3.60
Purple Group Ltd,ZAR,EASYBF,0.80
Resilient Property Income Fund Ltd,ZAR,EASYBF,1.95
SOUTHERN SUN LTD,ZAR,EASYBF,0.40
Satrix SA Bond Portfolio,ZAR,EASYBF,12.8
SATRIX GOVI ETF,ZAR,EASYBF,0.72
SATRIX NAS 100,ZAR,EASYBF,4.98
BHP Group Plc LOA,ZAR,EASYBF,0.05
Vukile Property Fund Ltd,ZAR,EASYBF,2.09
INAV - ZAR.CASH,ZAR,EASYBF,1.53
