description,ccy,etf_contract_code,percentage
Anglo American Plc,ZAR,EASYBF,1.59
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,2.21
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,1.00
BHP GROUP LTD,ZAR,EASYBF,2.43
BOXER RETAIL LTD,ZAR,EASYBF,1.33
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.48
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,19.8
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,20.3
Fortress Real Estate Investments Limited B,ZAR,EASYBF,2.12
New Gold Issuer Ltd,ZAR,EASYBF,4.61
Glencore Xstrata Plc,ZAR,EASYBF,1.51
Grindrod Ltd,ZAR,EASYBF,2.10
Lewis Group Ltd,ZAR,EASYBF,1.17
MTN Group Ltd,ZAR,EASYBF,1.35
Ninety One Plc,ZAR,EASYBF,0.58
Naspers Ltd - N Shares,ZAR,EASYBF,1.44
NINETY ONE LTD,ZAR,EASYBF,0.69
Pan African Resource,ZAR,EASYBF,2.92
Purple Group Ltd,ZAR,EASYBF,0.66
Resilient Property Income Fund Ltd,ZAR,EASYBF,2.09
Shoprite Holdings Ltd,ZAR,EASYBF,0.56
SOUTHERN SUN LTD,ZAR,EASYBF,0.39
Satrix SA Bond Portfolio,ZAR,EASYBF,13.4
SATRIX GOVI ETF,ZAR,EASYBF,0.75
SATRIX NAS 100,ZAR,EASYBF,4.85
Vukile Property Fund Ltd,ZAR,EASYBF,2.24
INAV - ZAR.CASH,ZAR,EASYBF,3.25
