description,ccy,etf_contract_code,percentage
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,1.94
Attacq Limited,ZAR,EASYBF,0.58
BHP GROUP LTD,ZAR,EASYBF,2.53
CELL C HOLDINGS LTD,ZAR,EASYBF,0.29
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.28
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,21.1
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,21.3
Fortress Real Estate Investments Limited B,ZAR,EASYBF,1.25
Gold Fields Ltd,ZAR,EASYBF,1.17
New Gold Issuer Ltd,ZAR,EASYBF,3.39
Growthpoint Properties Ltd,ZAR,EASYBF,0.18
Impala Platinum Holdings Ltd,ZAR,EASYBF,0.93
Lewis Group Ltd,ZAR,EASYBF,1.01
MTN Group Ltd,ZAR,EASYBF,1.04
Ninety One Plc,ZAR,EASYBF,0.60
NewPall ETF,ZAR,EASYBF,0.64
NewPlat ETF,ZAR,EASYBF,3.24
NORTHAM PLATINUM,ZAR,EASYBF,1.13
Naspers Ltd - N Shares,ZAR,EASYBF,1.76
NINETY ONE LTD,ZAR,EASYBF,0.70
OPTASIA GROUP,ZAR,EASYBF,1.18
Pan African Resource,ZAR,EASYBF,4.46
Purple Group Ltd,ZAR,EASYBF,0.66
SOUTHERN SUN LTD,ZAR,EASYBF,0.40
Sibanye Stillwater Ltd,ZAR,EASYBF,1.55
Satrix SA Bond Portfolio,ZAR,EASYBF,7.38
SATRIX GOVI ETF,ZAR,EASYBF,0.69
SATRIX NAS 100,ZAR,EASYBF,4.82
VALTERRA PLATINUM LIMITED,ZAR,EASYBF,0.40
Vukile Property Fund Ltd,ZAR,EASYBF,1.24
Vodacom Group Limited,ZAR,EASYBF,0.23
INAV - ZAR.CASH,ZAR,EASYBF,7.74
