description,ccy,etf_contract_code,percentage
Anglo American Plc,ZAR,EASYBF,1.53
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,2.08
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,1.01
BHP GROUP LTD,ZAR,EASYBF,2.45
BOXER RETAIL LTD,ZAR,EASYBF,1.27
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.42
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,19.1
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,19.7
Fortress Real Estate Investments Limited B,ZAR,EASYBF,2.13
New Gold Issuer Ltd,ZAR,EASYBF,4.51
Glencore Xstrata Plc,ZAR,EASYBF,1.54
Grindrod Ltd,ZAR,EASYBF,2.22
Lewis Group Ltd,ZAR,EASYBF,1.14
MTN Group Ltd,ZAR,EASYBF,1.44
Ninety One Plc,ZAR,EASYBF,0.60
Naspers Ltd - N Shares,ZAR,EASYBF,1.42
NINETY ONE LTD,ZAR,EASYBF,0.71
Pan African Resource,ZAR,EASYBF,2.67
Purple Group Ltd,ZAR,EASYBF,0.63
Resilient Property Income Fund Ltd,ZAR,EASYBF,2.14
Shoprite Holdings Ltd,ZAR,EASYBF,0.56
SOUTHERN SUN LTD,ZAR,EASYBF,0.40
Satrix SA Bond Portfolio,ZAR,EASYBF,13.2
SATRIX GOVI ETF,ZAR,EASYBF,0.74
SATRIX NAS 100,ZAR,EASYBF,4.90
Vukile Property Fund Ltd,ZAR,EASYBF,2.21
INAV - ZAR.CASH,ZAR,EASYBF,4.93
