description,ccy,etf_contract_code,percentage
AECI Ltd,ZAR,EASYBF,0.66
Anglo American Plc,ZAR,EASYBF,1.70
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,0.94
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,0.91
BHP GROUP LTD,ZAR,EASYBF,2.56
BOXER RETAIL LTD,ZAR,EASYBF,0.72
Capitec Bank Holdings Ltd,ZAR,EASYBF,3.76
Discovery Holdings Ltd,ZAR,EASYBF,0.79
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,22.3
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,22.2
Fortress Real Estate Investments Limited B,ZAR,EASYBF,1.09
New Gold Issuer Ltd,ZAR,EASYBF,4.61
Glencore Xstrata Plc,ZAR,EASYBF,1.69
Grindrod Ltd,ZAR,EASYBF,2.41
Lewis Group Ltd,ZAR,EASYBF,1.05
MTN Group Ltd,ZAR,EASYBF,0.82
Ninety One Plc,ZAR,EASYBF,0.54
Naspers Ltd - N Shares,ZAR,EASYBF,1.40
NINETY ONE LTD,ZAR,EASYBF,0.63
Pan African Resource,ZAR,EASYBF,3.10
Purple Group Ltd,ZAR,EASYBF,0.59
Resilient Property Income Fund Ltd,ZAR,EASYBF,0.56
Shoprite Holdings Ltd,ZAR,EASYBF,0.77
SOUTHERN SUN LTD,ZAR,EASYBF,0.39
Satrix SA Bond Portfolio,ZAR,EASYBF,7.12
SATRIX GOVI ETF,ZAR,EASYBF,0.69
SATRIX NAS 100,ZAR,EASYBF,4.79
Vukile Property Fund Ltd,ZAR,EASYBF,1.13
INAV - ZAR.CASH,ZAR,EASYBF,9.85
