description,ccy,etf_contract_code,percentage
Anglo American Plc,ZAR,EASYBF,1.48
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,2.00
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,0.98
BHP GROUP LTD,ZAR,EASYBF,2.28
BOXER RETAIL LTD,ZAR,EASYBF,1.29
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.05
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,22.2
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,22.2
Fortress Real Estate Investments Limited B,ZAR,EASYBF,2.01
New Gold Issuer Ltd,ZAR,EASYBF,4.21
Glencore Xstrata Plc,ZAR,EASYBF,1.42
Grindrod Ltd,ZAR,EASYBF,1.99
Lewis Group Ltd,ZAR,EASYBF,1.01
MTN Group Ltd,ZAR,EASYBF,1.29
Ninety One Plc,ZAR,EASYBF,0.53
Naspers Ltd - N Shares,ZAR,EASYBF,1.28
NINETY ONE LTD,ZAR,EASYBF,0.63
Pan African Resource,ZAR,EASYBF,2.68
Purple Group Ltd,ZAR,EASYBF,0.55
Resilient Property Income Fund Ltd,ZAR,EASYBF,2.00
Shoprite Holdings Ltd,ZAR,EASYBF,0.54
SOUTHERN SUN LTD,ZAR,EASYBF,0.37
Satrix SA Bond Portfolio,ZAR,EASYBF,12.3
SATRIX GOVI ETF,ZAR,EASYBF,0.69
SATRIX NAS 100,ZAR,EASYBF,4.67
Vukile Property Fund Ltd,ZAR,EASYBF,2.07
INAV - ZAR.CASH,ZAR,EASYBF,3.01
