description,ccy,etf_contract_code,percentage
Anglo American Plc,ZAR,EASYBF,1.52
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,2.04
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,0.96
BHP GROUP LTD,ZAR,EASYBF,2.32
BOXER RETAIL LTD,ZAR,EASYBF,1.28
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.12
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,22.2
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,22.1
Fortress Real Estate Investments Limited B,ZAR,EASYBF,1.93
New Gold Issuer Ltd,ZAR,EASYBF,4.19
Glencore Xstrata Plc,ZAR,EASYBF,1.42
Grindrod Ltd,ZAR,EASYBF,2.00
Lewis Group Ltd,ZAR,EASYBF,1.02
MTN Group Ltd,ZAR,EASYBF,1.30
Ninety One Plc,ZAR,EASYBF,0.53
Naspers Ltd - N Shares,ZAR,EASYBF,1.28
NINETY ONE LTD,ZAR,EASYBF,0.62
Pan African Resource,ZAR,EASYBF,2.63
Purple Group Ltd,ZAR,EASYBF,0.55
Resilient Property Income Fund Ltd,ZAR,EASYBF,2.00
Shoprite Holdings Ltd,ZAR,EASYBF,0.54
SOUTHERN SUN LTD,ZAR,EASYBF,0.37
Satrix SA Bond Portfolio,ZAR,EASYBF,12.3
SATRIX GOVI ETF,ZAR,EASYBF,0.70
SATRIX NAS 100,ZAR,EASYBF,4.70
Vukile Property Fund Ltd,ZAR,EASYBF,2.06
INAV - ZAR.CASH,ZAR,EASYBF,3.00
