description,ccy,etf_contract_code,percentage
Anglo American Plc,ZAR,EASYBF,1.52
ANGLOGOLD ASHANTI PLC,ZAR,EASYBF,2.11
ANHEUSER-BUSCH INBEV SA/NV,ZAR,EASYBF,0.95
BHP GROUP LTD,ZAR,EASYBF,2.33
BOXER RETAIL LTD,ZAR,EASYBF,1.29
Capitec Bank Holdings Ltd,ZAR,EASYBF,4.08
AI ACTIVELY MANAGED ETF,ZAR,EASYBF,22.0
EGE ACTIVELY MANAGED ETF,ZAR,EASYBF,22.0
Fortress Real Estate Investments Limited B,ZAR,EASYBF,1.99
New Gold Issuer Ltd,ZAR,EASYBF,4.31
Glencore Xstrata Plc,ZAR,EASYBF,1.47
Grindrod Ltd,ZAR,EASYBF,1.99
Lewis Group Ltd,ZAR,EASYBF,1.02
MTN Group Ltd,ZAR,EASYBF,1.26
Ninety One Plc,ZAR,EASYBF,0.54
Naspers Ltd - N Shares,ZAR,EASYBF,1.26
NINETY ONE LTD,ZAR,EASYBF,0.64
Pan African Resource,ZAR,EASYBF,2.84
Purple Group Ltd,ZAR,EASYBF,0.55
Resilient Property Income Fund Ltd,ZAR,EASYBF,2.00
Shoprite Holdings Ltd,ZAR,EASYBF,0.54
SOUTHERN SUN LTD,ZAR,EASYBF,0.37
Satrix SA Bond Portfolio,ZAR,EASYBF,12.3
SATRIX GOVI ETF,ZAR,EASYBF,0.68
SATRIX NAS 100,ZAR,EASYBF,4.65
Vukile Property Fund Ltd,ZAR,EASYBF,2.06
INAV - ZAR.CASH,ZAR,EASYBF,3.02
